Item name,SKU,Category,Items sold,Gross sales,Items refunded,Refunds,Discounts,Net sales,Cost of goods,Gross profit,Margin,Taxes
NVISION 24 INCHES EG24S1 PRO 200HZ GAMING FLAT MONITOR (EG240BHKJP2503600132),10800,Monitors & TV,3.000,18500.00,0.000,0.00,0.00,18500.00,0.00,18500.00,100.00%,0.00
nvision 27 ips n2755-B frameless IPS (discount),10280,Monitors & TV,2.000,12998.00,0.000,0.00,0.00,12998.00,9243.52,3754.48,28.89%,1181.63
nvision es32g2 32 inches fhd 165hz curved rgb backlight (Discount),10486,Monitors & TV,1.000,10500.00,0.000,0.00,0.00,10500.00,8250.00,2250.00,21.43%,0.00
nvision IN27FGW 27 curved 165 hz white & black gaming monitor (ws),10700,Monitors & TV,1.000,7800.00,0.000,0.00,0.00,7800.00,0.00,7800.00,100.00%,0.00
nvme m.2 128gb ramsta r900 pcie 3.0 (RLR3B2102SA00327),10543,Ssd & storage,3.000,3788.00,0.000,0.00,129.90,3658.10,2070.00,1588.10,43.41%,224.37
nvme ramsta 128gb,10203,Ssd & storage,1.000,990.00,0.000,0.00,0.00,990.00,890.00,100.00,10.10%,0.00
office keyboard zk-200,10003,Keyboard & mouse,5.000,1150.00,0.000,0.00,0.00,1150.00,975.00,175.00,15.22%,0.00
OMNIA 24 INCHES 0238CIU 100HZ LED MONITOR (WS),10082,Monitors & TV,1.000,4100.00,0.000,0.00,0.00,4100.00,0.00,4100.00,100.00%,0.00
opi orange pi pc / one (1gb type C),10733,Vendo & pisonet parts Accessories,1.000,1380.00,0.000,0.00,0.00,1380.00,1088.77,291.23,21.10%,0.00
opi orange pi pc / one (one),10615,Vendo & pisonet parts Accessories,10.000,16499.00,0.000,0.00,0.00,16499.00,11472.68,5026.32,30.46%,0.00
opi orange pi pc / one (pc),10614,Vendo & pisonet parts Accessories,7.000,13850.00,1.000,1800.00,0.00,12050.00,9300.00,2750.00,22.82%,0.00
opi orange pi pc / one (ws),10616,Vendo & pisonet parts Accessories,1.000,2580.00,1.000,2580.00,0.00,0.00,0.00,0.00,0.00%,0.00
ORANGE PI ONE BOARD WIFI VENDO (DISCOUNT),10094,Vendo & pisonet parts Accessories,117.000,158240.00,1.000,1370.00,1508.00,155362.00,130405.14,24956.86,16.06%,965.29
orange pi PC,10560,Vendo & pisonet parts Accessories,1.000,1900.00,0.000,0.00,0.00,1900.00,1200.00,700.00,36.84%,0.00
ORICO ENCLOSURE 2520U3 3.0 (discount),11582,Accessories,4.000,1580.00,0.000,0.00,0.00,1580.00,0.00,1580.00,100.00%,0.00
OUTLET 3 GANG COMLINK (DISCOUNT),10607,Vendo & pisonet parts Accessories,46.000,2300.00,0.000,0.00,0.00,2300.00,1244.31,1055.69,45.90%,0.50
OUTLET 3 GANG COMLINK (WS),10611,Vendo & pisonet parts Accessories,11.000,1003.00,0.000,0.00,0.00,1003.00,0.00,1003.00,100.00%,0.00
Padlock,10057,Accessories,18.000,1296.00,0.000,0.00,547.70,748.30,810.00,-61.70,-8.25%,0.00
palit gtx 1050ti (no box),10429,No category,2.000,11400.00,1.000,5300.00,0.00,6100.00,4300.00,1800.00,29.51%,0.00
pc cooler frgb 5in1 kit corona high quality 120mm pwm fan,10348,Cpu fan & rgb fans,1.000,4399.00,0.000,0.00,0.00,4399.00,2800.00,1599.00,36.35%,0.00
pc cooler GI-X3 125 watts tdp,10346,Cpu fan & rgb fans,1.000,799.00,0.000,0.00,0.00,799.00,449.00,350.00,43.80%,0.00
PC Cooler RGB Fan,10055,Cpu fan & rgb fans,1.000,350.00,0.000,0.00,0.00,350.00,280.00,70.00,20.00%,0.00
PEGATRON 1150 SOCKET 4TH GEN MOTHERBOARD 3 DAYS WARRANTY (C07CD13008D0),11351,Motherboard,1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
PEGATRON 1150 SOCKET 4TH GEN MOTHERBOARD 3 DAYS WARRANTY (C07CD13111A9),11356,Motherboard,1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
PEGATRON 1150 SOCKET 4TH GEN MOTHERBOARD 3 DAYS WARRANTY (C07CD13D1A62),11355,Motherboard,1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
PEGATRON 1150 SOCKET 4TH GEN MOTHERBOARD 3 DAYS WARRANTY (D897BAEB9BE7),11354,Motherboard,1.000,1600.00,0.000,0.00,0.00,1600.00,0.00,1600.00,100.00%,0.00
Philips 24 inches rotatable surplus,10103,Monitors & TV,5.000,16592.00,0.000,0.00,305.41,16286.59,12500.00,3786.59,23.25%,0.00
PHILIPS DVI TO VGA (DISCOUNT),10158,Cables & wirings,38.000,8600.00,0.000,0.00,40.00,8560.00,3504.92,5055.08,59.05%,59.60
PHILIPS USB METAL 16GB 3.2 (discount),11574,Accessories,7.000,2065.00,0.000,0.00,0.00,2065.00,0.00,2065.00,100.00%,0.00
PHILIPS USB METAL 32GB 3.2 (discount),11576,Accessories,9.000,3510.00,0.000,0.00,0.00,3510.00,0.00,3510.00,100.00%,0.00
PISO WIFI SET,10528,composite items,3.000,20400.00,0.000,0.00,0.00,20400.00,12138.24,8261.76,40.50%,0.00
pisowifi mid range vendo machine ew71 AP / one click,10187,computer set & pisowifi,3.000,20998.00,0.000,0.00,0.00,20998.00,13219.80,7778.20,37.04%,0.00
pisowifi vendo machine package ew71 ap,10370,computer set & pisowifi,1.000,6500.00,0.000,0.00,0.00,6500.00,5500.00,1000.00,15.38%,0.00
PNY geforce gtx 1650 4gb gddr6 (Discount),10292,Graphics card,1.000,10990.00,0.000,0.00,0.00,10990.00,7933.92,3056.08,27.81%,0.00
PNY geforce gtx 1650 4gb gddr6 (Ws),10761,Graphics card,1.000,8085.00,0.000,0.00,0.00,8085.00,7933.92,151.08,1.87%,727.65
POS (2000),10554,composite items,1.000,2000.00,0.000,0.00,0.00,2000.00,2000.00,0.00,0.00%,0.00
POS (500),10553,composite items,2.000,17320.00,0.000,0.00,0.00,17320.00,2000.00,15320.00,88.45%,0.00
POWER CHORD,10092,computer parts,292.000,14470.00,5.000,225.00,38.33,14206.67,5816.67,8390.00,59.06%,0.00
power chord 3 pong,10479,Cables & wirings,8.000,560.00,0.000,0.00,0.00,560.00,392.00,168.00,30.00%,0.00
Power chord for monitors,10204,Cables & wirings,45.000,1988.01,0.000,0.00,18.80,1969.21,575.44,1393.77,70.78%,8.02
Power chord service unit,10192,service unit / pisonet maintenance,2.000,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00%,0.00
power supply 2nd hand generic,10276,composite items,1.000,300.00,0.000,0.00,0.00,300.00,200.00,100.00,33.33%,0.00
POWEREX ASSORTED PSU 600W TRUE RATED (DISCOUNT),10042,"Power supply, AVR & UPS",28.000,24479.00,0.000,0.00,399.03,24079.97,13032.00,11047.97,45.88%,409.22
powerful 600watts,10488,No category,1.000,800.00,0.000,0.00,0.00,800.00,0.00,800.00,100.00%,0.00
printer power chord & small monitor 2 pong,10093,Cables & wirings,5.000,378.00,0.000,0.00,0.00,378.00,175.00,203.00,53.70%,0.00
psu,10177,service unit / pisonet maintenance,7.000,7.00,0.000,0.00,0.00,7.00,7.00,0.00,0.00%,0.00
PSU 6pins Extensions White,10087,converter cables & others,3.000,465.00,0.000,0.00,3.95,461.05,300.00,161.05,34.93%,0.00
Psu gp200b inplay generic 700 watts (GP200bB2409002102),10557,best seller,7.000,3283.00,0.000,0.00,0.00,3283.00,0.00,3283.00,100.00%,0.00
Psu gp200b inplay generic 700 watts (cord only),10558,best seller,56.000,3080.00,0.000,0.00,0.00,3080.00,1703.35,1376.65,44.70%,0.00
Psu gp200b inplay generic 700 watts (psu only),10236,best seller,153.000,63922.00,1.000,410.00,466.64,63045.36,48504.85,14540.51,23.06%,0.00
Psu gp200b inplay generic 750 watts (Discount),10722,No category,1.000,430.00,0.000,0.00,0.00,430.00,0.00,430.00,100.00%,0.00
Psu gp200b inplay generic 750 watts (Ws),10725,No category,1.000,429.00,0.000,0.00,0.00,429.00,0.00,429.00,100.00%,0.00
r5 5600g drix buyer/ khael briones,10527,composite items,1.000,19000.00,0.000,0.00,0.00,19000.00,14510.59,4489.41,23.63%,0.00
ramsta 1000 watts modular 80+,10233,"Power supply, AVR & UPS",1.000,4300.00,0.000,0.00,0.00,4300.00,2000.00,2300.00,53.49%,0.00
RAMSTA FULL MODULAR 1000W SURPLUS,10003,"Power supply, AVR & UPS",1.000,2600.00,0.000,0.00,0.00,2600.00,0.00,2600.00,100.00%,0.00
RAMSTA FULL MODULAR 650W PSU (RB650Z2312000096),10730,"Power supply, AVR & UPS",3.000,5450.00,0.000,0.00,0.00,5450.00,4215.00,1235.00,22.66%,0.00
RAMSTA FULL MODULAR 650W PSU (RB650Z2312000100),11554,"Power supply, AVR & UPS",1.000,1900.00,0.000,0.00,0.00,1900.00,0.00,1900.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 24091342),10688,Motherboard,7.000,24200.00,0.000,0.00,0.00,24200.00,14596.75,9603.25,39.68%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 24091354),11337,Motherboard,1.000,2700.00,0.000,0.00,0.00,2700.00,0.00,2700.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 24091355),11336,Motherboard,1.000,3600.00,0.000,0.00,0.00,3600.00,0.00,3600.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 25042281),11335,Motherboard,2.000,7020.00,0.000,0.00,0.00,7020.00,0.00,7020.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 25042282),11334,Motherboard,2.000,7020.00,0.000,0.00,0.00,7020.00,0.00,7020.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (RS-A320MP 25042284),11333,Motherboard,2.000,6800.00,0.000,0.00,0.00,6800.00,0.00,6800.00,100.00%,0.00
RAMSTA RS - A320 MPH BNEW (ws),10689,Motherboard,3.000,9052.00,0.000,0.00,0.00,9052.00,6255.00,2797.00,30.90%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 24112150),11553,Motherboard,1.000,4505.00,0.000,0.00,0.00,4505.00,0.00,4505.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 24113801),11479,Motherboard,2.000,7206.00,0.000,0.00,0.00,7206.00,0.00,7206.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 24113804),11556,Motherboard,1.000,4300.00,0.000,0.00,0.00,4300.00,0.00,4300.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 24113821),11488,Motherboard,1.000,3432.00,0.000,0.00,0.00,3432.00,0.00,3432.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040797),11480,Motherboard,3.000,11846.00,0.000,0.00,0.00,11846.00,0.00,11846.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040798),11482,Motherboard,2.000,7650.00,0.000,0.00,0.00,7650.00,0.00,7650.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040799),11481,Motherboard,2.000,7900.00,0.000,0.00,0.00,7900.00,0.00,7900.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040988),11487,Motherboard,2.000,8300.00,0.000,0.00,0.00,8300.00,0.00,8300.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040992),11485,Motherboard,1.000,3700.00,0.000,0.00,0.00,3700.00,0.00,3700.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25040993),11486,Motherboard,2.000,7200.00,0.000,0.00,0.00,7200.00,0.00,7200.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25042497),11484,Motherboard,2.000,6750.00,0.000,0.00,0.00,6750.00,0.00,6750.00,100.00%,0.00
RAMSTA RS-B450MP MOTHERBOARD (RS-B450MP 25042499),11483,Motherboard,1.000,3500.00,0.000,0.00,0.00,3500.00,0.00,3500.00,100.00%,0.00
RAPOO VH160 BACKLIT GAMING HEADSET V1-1160 (DISCOUNT),11146,Headset and Speaker,2.000,2198.00,0.000,0.00,0.00,2198.00,0.00,2198.00,100.00%,0.00
RAPOO VH160 BACKLIT GAMING HEADSET V1-1160 (WS),11149,Headset and Speaker,1.000,1050.00,0.000,0.00,0.00,1050.00,0.00,1050.00,100.00%,0.00
RAVE POWER SUPPLY TRUE RATED,11758,"Power supply, AVR & UPS",1.000,1500.00,0.000,0.00,0.00,1500.00,0.00,1500.00,100.00%,0.00
Reformat and Services,10111,No category,63.000,18450.00,0.000,0.00,14.48,18435.52,6120.00,12315.52,66.80%,27.27
"REFURBISHED VIDEO CARD 2GB, 1GB DDR5 (RTX 1050 2GB)",114170,Graphics card,2.000,5600.00,0.000,0.00,0.00,5600.00,0.00,5600.00,100.00%,0.00
REX III 500 watts Tru rated psu,10287,"Power supply, AVR & UPS",22.000,16478.00,1.000,749.00,337.05,15391.95,11550.00,3841.95,24.96%,443.58
REXCOOL RV 700 watts PSU tru rated 5d warranty (discount),10794,New Items,5.000,4675.00,0.000,0.00,0.00,4675.00,3328.15,1346.85,28.81%,0.00
REXCOOL RV 700 watts PSU tru rated 5d warranty (ws),10797,New Items,4.000,3550.00,0.000,0.00,0.00,3550.00,2662.52,887.48,25.00%,0.00
RGB FAN 3 IN 1 SURPLUS,10004,Cpu fan & rgb fans,2.000,500.00,0.000,0.00,0.00,500.00,0.00,500.00,100.00%,0.00
Rgb seaview tower x3 aura sync,10020,Cpu fan & rgb fans,8.000,6900.00,0.000,0.00,47.81,6852.19,5520.00,1332.19,19.44%,0.00
RJ45 AND RJ11 LAN CABLE TESTER (discount),11618,Cables & wirings,6.000,1140.00,0.000,0.00,0.00,1140.00,0.00,1140.00,100.00%,0.00
Rj45 metal sold by bottle,10138,Network Accessories,9.000,3800.00,0.000,0.00,44.80,3755.20,2280.00,1475.20,39.28%,77.33
Rj45 metal type/ pc,10137,Network Accessories,1117.000,5585.00,16.000,80.00,71.23,5433.77,2990.26,2443.51,44.97%,0.00
RJ45 Pass through 100pcs sold by Pack (1/pc),10460,Network Accessories,3.000,810.00,0.000,0.00,0.00,810.00,450.00,360.00,44.44%,0.00
RJ45 PLASTIC PASSTHROUGH (1pack/100pcs),10469,Cables & wirings,506.000,3537.00,0.000,0.00,5.77,3531.23,950.40,2580.83,73.09%,31.50
RJ45 PLASTIC PASSTHROUGH (crimp),10111,Cables & wirings,337.000,8044.00,0.000,0.00,0.14,8043.86,0.00,8043.86,100.00%,0.14
RJ45 PLASTIC PASSTHROUGH (piece),10097,Cables & wirings,2937.000,13438.28,0.000,0.00,20.85,13417.43,3256.24,10161.19,75.73%,20.25
ronel 5600g/a520 biostar/8gb/120ssd/meteor03/krs-8372 kb only,10096,composite items,1.000,22000.00,0.000,0.00,0.00,22000.00,16114.00,5886.00,26.75%,0.00
RS-B450 PRO RAMSTA (discount),10914,Motherboard,5.000,20200.00,1.000,4200.00,0.00,16000.00,0.00,16000.00,100.00%,0.00
Ruijie AC1300 dual band,10015,Network Accessories,2.000,4800.00,0.000,0.00,522.83,4277.17,3200.00,1077.17,25.18%,211.99
RX 570 GPU,11771,Graphics card,1.000,2000.00,0.000,0.00,0.00,2000.00,0.00,2000.00,100.00%,0.00
RX 6500 XT GPU DDR6 4GB,12223,Graphics card,1.000,6000.00,0.000,0.00,0.00,6000.00,0.00,6000.00,100.00%,0.00
Rx580 cervvo 8gb ddr5 256bit 6mo. Warranty (discount),10485,Graphics card,4.000,22000.00,0.000,0.00,8.51,21991.49,13960.00,8031.49,36.52%,0.00
Rx580 cervvo 8gb ddr5 256bit 6mo. Warranty (discount),10485,Graphics card,2.000,12100.00,0.000,0.00,0.00,12100.00,6980.00,5120.00,42.31%,0.00
Rx580 nitro saphire radeon OC edition 8gb 256bit 7days warranty,10209,best seller,34.000,147916.76,2.000,9998.00,2213.74,135705.02,117700.00,18005.02,13.27%,1999.96
RX6600 AMD GPU,10224,Graphics card,1.000,14000.00,0.000,0.00,0.00,14000.00,12500.00,1500.00,10.71%,0.00
Ryzen 3 1300x bundle ASUS A320 (ws),10738,computer parts,1.000,2200.00,0.000,0.00,0.00,2200.00,1900.00,300.00,13.64%,0.00
RYZEN 3 2200G (9HA6834X70591),12008,Processor,1.000,4225.00,1.000,4225.00,0.00,0.00,0.00,0.00,0.00%,0.00
RYZEN 3 2200G (9HF7413U80175),11548,Processor,6.000,24965.00,0.000,0.00,0.00,24965.00,15000.00,9965.00,39.92%,0.00
RYZEN 3 2200G (9HL6545090442),12005,Processor,1.000,3101.00,0.000,0.00,0.00,3101.00,0.00,3101.00,100.00%,0.00
RYZEN 3 2200G (9HL6556090045),12002,Processor,1.000,3500.00,0.000,0.00,0.00,3500.00,0.00,3500.00,100.00%,0.00
RYZEN 3 2200G (9HL6575090082),11547,Processor,11.000,37600.00,0.000,0.00,0.00,37600.00,27500.00,10100.00,26.86%,0.00
RYZEN 3 2200G (9HL9903090316),12003,Processor,1.000,3288.00,0.000,0.00,0.00,3288.00,0.00,3288.00,100.00%,0.00
RYZEN 3 2200G PRO AMD PROCESSOR (DISCOUNT),10199,Processor,4.000,11200.00,0.000,0.00,0.00,11200.00,7500.00,3700.00,33.04%,0.00
RYZEN 3 2200G PRO AMD PROCESSOR (WS),10654,Processor,3.000,11941.00,0.000,0.00,0.00,11941.00,2500.00,9441.00,79.06%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40047),11634,Processor,1.000,4200.00,0.000,0.00,0.00,4200.00,0.00,4200.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40049),11636,Processor,1.000,4200.00,0.000,0.00,0.00,4200.00,0.00,4200.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40094),11632,Processor,1.000,4255.00,0.000,0.00,0.00,4255.00,0.00,4255.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40533),11550,Processor,2.000,11866.00,0.000,0.00,0.00,11866.00,0.00,11866.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40534),11541,Processor,2.000,10400.00,0.000,0.00,0.00,10400.00,0.00,10400.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40535),11201,Processor,3.000,15361.00,0.000,0.00,0.00,15361.00,7500.00,7861.00,51.18%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40536),11631,Processor,1.000,5500.00,0.000,0.00,0.00,5500.00,0.00,5500.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9AFH869V40537),11555,Processor,2.000,10717.00,0.000,0.00,0.00,10717.00,0.00,10717.00,100.00%,0.00
RYZEN 3 3200G AMD PROCESSOR (9MG6494T40044),11203,Processor,1.000,5500.00,0.000,0.00,0.00,5500.00,2500.00,3000.00,54.55%,495.00
RYZEN 3 3200G AMD PROCESSOR (9MG6494T40050),11199,Processor,2.000,12164.00,0.000,0.00,0.00,12164.00,5000.00,7164.00,58.90%,527.58
RYZEN 3 3200G AMD PROCESSOR (9MG6494T40051),11200,Processor,1.000,5862.00,0.000,0.00,0.00,5862.00,2500.00,3362.00,57.35%,527.58
RYZEN 3 3200G AMD PROCESSOR (WS),10791,Processor,2.000,9000.00,0.000,0.00,0.00,9000.00,0.00,9000.00,100.00%,0.00
ryzen 3 3200g set bayugan / jethro,10261,composite items,1.000,15100.00,0.000,0.00,0.00,15100.00,10246.99,4853.01,32.14%,0.00
Ryzen 3200g (proci only),10134,Processor,39.000,217318.00,0.000,0.00,113.61,217204.39,137030.27,80174.12,36.91%,2785.75
ryzen 3200g / a520 biostar/ 16gb 2666mhz,10717,No category,1.000,11500.00,0.000,0.00,0.00,11500.00,7198.08,4301.92,37.41%,0.00
RYZEN 5 2400G AMD PROCESSOR (9HL1882N90105),10756,Processor,1.000,5900.00,0.000,0.00,0.00,5900.00,3500.00,2400.00,40.68%,0.00
RYZEN 5 2400G AMD PROCESSOR (WS),10703,Processor,1.000,9000.00,0.000,0.00,0.00,9000.00,0.00,9000.00,100.00%,0.00
RYZEN 5 2400G AMD PROCESSOR (ws),10757,Processor,1.000,4570.00,0.000,0.00,0.00,4570.00,3500.00,1070.00,23.41%,0.00
Ryzen 5 2400G pro (ryzen 3 3200G only),10506,Processor,7.000,31300.00,0.000,0.00,363.46,30936.54,21400.00,9536.54,30.83%,0.00
ryzen 5 3600 need gpu 3 days pesonal warranty,10263,Processor,4.000,23299.00,0.000,0.00,400.00,22899.00,12000.00,10899.00,47.60%,0.00
ryzen 5 4600g (discount),11431,Processor,15.000,101660.00,0.000,0.00,0.00,101660.00,73412.12,28247.88,27.79%,0.00
ryzen 5 4600g (ws),11432,Processor,1.000,4999.00,0.000,0.00,0.00,4999.00,4985.15,13.85,0.28%,0.00
Ryzen 5 4650g,10166,Processor,5.000,34300.00,0.000,0.00,0.00,34300.00,27500.00,6800.00,19.83%,0.00
RYZEN 5 5500,10287,Processor,1.000,6900.00,0.000,0.00,0.00,6900.00,0.00,6900.00,100.00%,0.00
ryzen 5 5600g /a520 gigabyte /256rmsta/8gb skhtr ram/litex50,10447,computer set & pisowifi,7.000,149166.66,0.000,0.00,12666.67,136499.99,101394.71,35105.28,25.72%,10363.64
RYZEN 5 5600G AMD PROCESSOR (9ALK408050147),11741,Processor,2.000,16300.00,0.000,0.00,0.00,16300.00,0.00,16300.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050152),11742,Processor,4.000,32432.00,0.000,0.00,0.00,32432.00,0.00,32432.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050153),11824,Processor,1.000,8440.00,0.000,0.00,0.00,8440.00,0.00,8440.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050155),11823,Processor,1.000,8200.00,0.000,0.00,0.00,8200.00,0.00,8200.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050158),11819,Processor,1.000,7870.00,0.000,0.00,0.00,7870.00,0.00,7870.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050339),11775,Processor,1.000,7955.00,0.000,0.00,0.00,7955.00,0.00,7955.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050343),11740,Processor,2.000,16200.00,0.000,0.00,0.00,16200.00,0.00,16200.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (9ALK408050350),11776,Processor,2.000,15420.00,0.000,0.00,0.00,15420.00,0.00,15420.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (DISCOUNT),10263,Processor,1.000,8500.00,0.000,0.00,0.00,8500.00,0.00,8500.00,100.00%,0.00
RYZEN 5 5600G AMD PROCESSOR (WS),10284,Processor,2.000,19032.00,0.000,0.00,0.00,19032.00,0.00,19032.00,100.00%,0.00
ryzen 5 5600g promo only,10277,Processor,3.000,20097.00,0.000,0.00,129.98,19967.02,17700.00,2267.02,11.35%,0.00
RYZEN 5 5600GT (proci only),10549,Processor,28.000,242004.00,0.000,0.00,0.00,242004.00,174651.88,67352.12,27.83%,0.00
RYZEN 5 5600GT (proci wraith),10548,Processor,43.000,311391.00,1.000,7975.00,3350.55,300065.45,204772.68,95292.77,31.76%,6333.67
RYZEN 5 5600GT AMD PROCESSOR (9ADK608Q40368),11436,Big Letter,2.000,16300.00,0.000,0.00,0.00,16300.00,0.00,16300.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40112),11443,Big Letter,1.000,8200.00,0.000,0.00,0.00,8200.00,0.00,8200.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40117),11440,Big Letter,1.000,8507.00,0.000,0.00,0.00,8507.00,0.00,8507.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40118),11441,Big Letter,1.000,8200.00,0.000,0.00,0.00,8200.00,0.00,8200.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40120),11442,Big Letter,1.000,8200.00,0.000,0.00,0.00,8200.00,0.00,8200.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40367),11434,Big Letter,2.000,16310.00,0.000,0.00,0.00,16310.00,0.00,16310.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9ADM183Q40464),11435,Big Letter,2.000,16310.00,0.000,0.00,0.00,16310.00,0.00,16310.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9AKQ638M50481),12106,Big Letter,1.000,7500.00,0.000,0.00,0.00,7500.00,0.00,7500.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9AKT636N50298),11439,Big Letter,2.000,14700.00,0.000,0.00,0.00,14700.00,0.00,14700.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9AKT636N50423),11437,Big Letter,2.000,15788.00,0.000,0.00,0.00,15788.00,0.00,15788.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (9AKT636N50424),11438,Big Letter,2.000,15810.00,0.000,0.00,0.00,15810.00,0.00,15810.00,100.00%,0.00
RYZEN 5 5600GT AMD PROCESSOR (DISCOUNT),10737,Processor,2.000,17400.00,0.000,0.00,0.00,17400.00,0.00,17400.00,100.00%,0.00
Ryzen 5 5600x (wraith),10713,Processor,1.000,8592.00,0.000,0.00,0.00,8592.00,0.00,8592.00,100.00%,0.00
ryzen 5 bundle w/ ram used,10450,No category,1.000,8100.00,0.000,0.00,0.00,8100.00,4100.00,4000.00,49.38%,736.36
ryzen 5600g/a520giga/8x2skhtr/256rmsta/500hdd/v100wht,10341,computer set & pisowifi,2.000,49480.00,0.000,0.00,0.00,49480.00,35001.73,14478.27,29.26%,0.00
RYZEN 7 5700G AMD PROCESSOR (9ACC917N40390),10199,Processor,1.000,10500.00,0.000,0.00,0.00,10500.00,9600.00,900.00,8.57%,0.00
RYZEN 7 5700G AMD PROCESSOR (9AET088T40039),10654,Processor,2.000,19472.00,0.000,0.00,0.00,19472.00,16771.82,2700.18,13.87%,0.00
RYZEN 7 5700G AMD PROCESSOR (9MG6218S40479),102001,Processor,1.000,10500.00,0.000,0.00,0.00,10500.00,0.00,10500.00,100.00%,0.00
RYZEN 7 5700G AMD PROCESSOR (9MH4016S40364),11044,Processor,3.000,30000.00,0.000,0.00,0.00,30000.00,28500.00,1500.00,5.00%,0.00
RYZEN 7 5700G AMD PROCESSOR (DISCOUNT),10757,Processor,1.000,11500.00,0.000,0.00,0.00,11500.00,0.00,11500.00,100.00%,0.00
RYZEN 7 5700G AMD PROCESSOR (PAET088T40455),106544,Processor,1.000,10500.00,0.000,0.00,0.00,10500.00,8385.91,2114.09,20.13%,0.00
RYZEN 7 5700G AMD PROCESSOR (ws),10655,Processor,2.000,18000.00,0.000,0.00,0.00,18000.00,18000.00,0.00,0.00%,0.00
RYZEN 7 5800X AMD PROCESSOR (DISCOUNT),10810,Processor,1.000,9500.00,0.000,0.00,0.00,9500.00,6845.41,2654.59,27.94%,0.00
RYZEN 7 5800X AMD PROCESSOR (WS),10811,Processor,2.000,19000.00,0.000,0.00,0.00,19000.00,13690.82,5309.18,27.94%,0.00
s300 raiku headset/175,10117,Headset and Speaker,826.000,144798.00,8.000,1400.00,999.37,142398.63,19114534.76,-18972136.13,-13323.26%,677.06
Samsung 120 GB & 128 GB Assorted,10528,composite items,2.000,1300.00,0.000,0.00,0.00,1300.00,0.00,1300.00,100.00%,0.00
